spam,v2,v2clean,v2_clean,spam_clean,spam_clean_encoded
1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,Please call our customer service representative on 0800 169 6031 between 10am9pm as you have WON a guaranteed å1000 cash or å5000 prize,please call our customer service representative on 0800 169 6031 between 10am9pm as you have won a guaranteed å1000 cash or å5000 prize,customer service representative 0800 169 6031 10am9pm win guarantee å1000 cash å5000 prize,"[117, 87, 711, 569, 1, 1, 1, 30, 141, 218, 89, 394, 68]"
0,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,Havent planning to buy later I check already lido only got 530 show in e afternoon U finish work already,havent planning to buy later i check already lido only got 530 show in e afternoon u finish work already,plan buy later check lido 530 e afternoon u finish work,"[123, 88, 36, 129, 1, 950, 79, 283, 2, 106, 37]"
1,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",Your free ringtone is waiting to be collected Simply text the password MIX to 85069 to verify Get Usher and Britney FML,your free ringtone is waiting to be collected simply text the password mix to 85069 to verify get usher and britney fml,free ringtone wait collect simply text password mix 85069 verify usher britney fml,"[10, 258, 52, 234, 1, 18, 951, 1, 1, 1, 1, 1, 1]"
0,Watching telugu movie..wat abt u?,Watching telugu moviewat abt u,watching telugu moviewat abt u,watch telugu moviewat abt u,"[104, 1, 1, 304, 2]"
0,i see. When we finish we have loads of loans to pay,i see When we finish we have loads of loans to pay,i see when we finish we have loads of loans to pay,finish load loan pay,"[106, 620, 669, 150]"
0,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""ham""",Hi Wk been ok  on hols now Yes on for a bit of a run Forgot that i have hairdressers appointment at four so need to get home n shower beforehand Does that cause prob for uham,hi wk been ok  on hols now yes on for a bit of a run forgot that i have hairdressers appointment at four so need to get home n shower beforehand does that cause prob for uham,hi wk ok   hol yes bit run forget hairdresser appointment need home n shower cause prob uham,"[40, 331, 8, 1, 75, 166, 202, 160, 1, 1, 21, 23, 32, 570, 376, 453, 1]"
0,Please don't text me anymore. I have nothing else to say.,Please don't text me anymore I have nothing else to say,please don't text me anymore i have nothing else to say,text anymore,"[18, 845]"
0,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,Okay name ur price as long as its legal Wen can I pick them up Y u ave x ams xx,okay name ur price as long as its legal wen can i pick them up y u ave x ams xx,okay ur price long legal wen pick y u ave x xx,"[305, 4, 314, 142, 1, 330, 72, 176, 2, 858, 145, 667]"
0,I'm still looking for a car to buy. And have not gone 4the driving test yet.,I'm still looking for a car to buy And have not gone 4the driving test yet,i'm still looking for a car to buy and have not gone 4the driving test yet,look car buy 4the driving test,"[96, 165, 88, 1, 1, 306]"
0,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,As per your request 'Melle Melle Oru Minnaminunginte Nurungu Vettam' has been set as your callertune for all Callers Press 9 to copy your friends Callertune,as per your request 'melle melle oru minnaminunginte nurungu vettam' has been set as your callertune for all callers press 9 to copy your friends callertune,request ' melle melle oru minnaminunginte nurungu vettam ' set callertune caller press 9 copy friend callertune,"[662, 86, 1, 1, 1, 1, 1, 1, 86, 359, 701, 426, 702, 255, 663, 62, 701]"
0,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",wow You're right I didn't mean to do that I guess once i gave up on boston men and changed my search location to nyc something changed Cuz on my signin page it still says boston,wow you're right i didn't mean to do that i guess once i gave up on boston men and changed my search location to nyc something changed cuz on my signin page it still says boston,wow right mean guess boston man change search location nyc change cuz signin page boston,"[617, 69, 116, 181, 1, 128, 235, 360, 952, 1, 235, 953, 1, 670, 1]"
0,Umma my life and vava umma love you lot dear,Umma my life and vava umma love you lot dear,umma my life and vava umma love you lot dear,umma life vava umma love lot dear,"[954, 84, 1, 954, 17, 136, 53]"
0,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,Thanks a lot for your wishes on my birthday Thanks you for making my birthday truly memorable,thanks a lot for your wishes on my birthday thanks you for making my birthday truly memorable,thank lot wish birthday thanks birthday truly memorable,"[66, 136, 102, 210, 1, 210, 1, 1]"
0,"Aight, I'll hit you up when I get some cash",Aight I'll hit you up when I get some cash,aight i'll hit you up when i get some cash,aight hit cash,"[236, 506, 89]"
0,How would my ip address test that considering my computer isn't a minecraft server,How would my ip address test that considering my computer isn't a minecraft server,how would my ip address test that considering my computer isn't a minecraft server,ip address test consider computer minecraft server,"[1, 377, 306, 1, 571, 1, 1]"
0,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,I know Grumpy old people My mom was like you better not be lying Then again I am always the one to play jokes,i know grumpy old people my mom was like you better not be lying then again i am always the one to play jokes,know grumpy old people mom like lie play joke,"[7, 1, 395, 135, 371, 13, 1, 153, 464]"
0,Dont worry. I guess he's busy.,Dont worry I guess he's busy,dont worry i guess he's busy,worry guess busy,"[227, 181, 411]"
0,What is the plural of the noun research?,What is the plural of the noun research,what is the plural of the noun research,plural noun research,"[1, 1, 1]"
0,Going for dinner.msg you after.,Going for dinnermsg you after,going for dinnermsg you after,dinnermsg,[1]
0,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,I'm ok wif it cos i like 2 try new things But i scared u dun like mah Cos u said not too loud,i'm ok wif it cos i like 2 try new things but i scared u dun like mah cos u said not too loud,ok wif cos like 2 try new thing scare u dun like mah cos u loud,"[8, 291, 91, 13, 3, 49, 34, 54, 1, 2, 125, 13, 572, 91, 2, 1]"
1,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,GENT We are trying to contact you Last weekends draw shows that you won a å1000 prize GUARANTEED Call 09064012160 Claim Code K52 Valid 12hrs only 150ppm,gent we are trying to contact you last weekends draw shows that you won a å1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs only 150ppm,gent try contact weekend draw win å1000 prize guarantee 09064012160 claim code k52 valid 12hrs 150ppm,"[1, 49, 92, 191, 167, 30, 218, 68, 141, 1, 46, 265, 1, 340, 454, 228]"
0,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",Wa ur openin sentence very formal Anyway i'm fine too juz tt i'm eatin too much n puttin on weightHaha So anythin special happened,wa ur openin sentence very formal anyway i'm fine too juz tt i'm eatin too much n puttin on weighthaha so anythin special happened,wa ur openin sentence formal fine juz tt eatin n puttin weighthaha anythin special happen,"[1, 4, 1, 1, 1, 155, 315, 1, 955, 32, 1, 1, 1, 174, 143]"
0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",As I entered my cabin my PA said '' Happy B'day Boss '' I felt special She askd me 4 lunch After lunch she invited me to her apartment We went there,as i entered my cabin my pa said '' happy b'day boss '' i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there,enter cabin pa '' happy b'day boss '' feel special askd 4 lunch lunch invite apartment,"[316, 1, 243, 237, 59, 712, 770, 237, 64, 174, 621, 6, 159, 159, 361, 859]"
1,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,You are a winner U have been specially selected 2 receive å1000 or a 4 holiday flights inc speak to a live operator 2 claim 0871277810910pmin 18 ,you are a winner u have been specially selected 2 receive å1000 or a 4 holiday flights inc speak to a live operator 2 claim 0871277810910pmin 18,winner u specially select 2 receive å1000 4 holiday flight inc speak live operator 2 claim 0871277810910pmin 18,"[465, 2, 771, 256, 3, 164, 218, 6, 168, 772, 860, 157, 130, 507, 3, 46, 1, 177]"
0,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,Goodo Yes we must speak friday  eggpotato ratio for tortilla needed ,goodo yes we must speak friday  eggpotato ratio for tortilla needed,goodo yes speak friday   eggpotato ratio tortilla need,"[1, 75, 157, 508, 1, 1, 1, 21]"
0,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,Hmmmy uncle just informed me that he's paying the school directly So pls buy food,hmmmy uncle just informed me that he's paying the school directly so pls buy food,hmmmy uncle inform pay school directly pls buy food,"[1, 477, 956, 150, 275, 1, 58, 88, 347]"
1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,PRIVATE Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points To claim call 08719180248 Identifier Code 45239 Expires,private your 2004 account statement for 07742676969 shows 786 unredeemed bonus points to claim call 08719180248 identifier code 45239 expires,private 2004 account statement 07742676969 786 unredeemed bonus point claim 08719180248 identifier code 45239 expire,"[412, 861, 178, 428, 1, 1, 713, 374, 231, 46, 1, 478, 265, 1, 429]"
1,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",URGENT Your Mobile No was awarded å2000 Bonus Caller Prize on 5903 This is our final try to contact U Call from Landline 09064019788 BOX42WR29C 150PPM,urgent your mobile no was awarded å2000 bonus caller prize on 5903 this is our final try to contact u call from landline 09064019788 box42wr29c 150ppm,urgent mobile award å2000 bonus caller prize 5903 final try contact u landline 09064019788 box42wr29c 150ppm,"[109, 31, 107, 260, 374, 426, 68, 1, 425, 49, 92, 2, 211, 1, 1, 228]"
0,here is my new address -apples&pairs&all that malarky,here is my new address applespairsall that malarky,here is my new address applespairsall that malarky,new address applespairsall malarky,"[34, 377, 1, 1]"
1,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,Todays Voda numbers ending 7548 are selected to receive a 350 award If you have a match please call 08712300220 quoting claim code 4041 standard rates app,todays voda numbers ending 7548 are selected to receive a 350 award if you have a match please call 08712300220 quoting claim code 4041 standard rates app,todays voda number end 7548 select receive 350 award match 08712300220 quote claim code 4041 standard rate app,"[479, 1, 61, 108, 1, 256, 164, 1, 107, 396, 1, 714, 46, 265, 1, 1, 246, 773]"
0,I am going to sao mu today. Will be done only at 12 ,I am going to sao mu today Will be done only at 12 ,i am going to sao mu today will be done only at 12,sao mu today 12,"[1, 536, 29, 533]"
0,ÌÏ predict wat time Ì_'ll finish buying?,ÌÏ predict wat time Ì'll finish buying,ìï predict wat time ì'll finish buying,ìï predict wat time ì'll finish buying,"[133, 1, 57, 16, 1, 106, 1]"
0,"Good stuff, will do.",Good stuff will do,good stuff will do,good stuff,"[11, 154]"
0,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",Just so that you knowyetunde hasn't sent money yet I just sent her a text not to bother sending So its over you dont have to involve yourself in anything I shouldn't have imposed anything on you in the first place so for that i apologise,just so that you knowyetunde hasn't sent money yet i just sent her a text not to bother sending so its over you dont have to involve yourself in anything i shouldn't have imposed anything on you in the first place so for that i apologise,knowyetunde send money send text bother send involve impose place apologise,"[1, 12, 121, 12, 18, 862, 12, 1, 1, 111, 1]"
